date,rented_bike_count,hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,seasons,holiday,functioning_day,time_of_day,weekday,workday,did_it_rain,did_it_snow,month,week,year
2018-11-28,798,9,3,0.3,1.3,1242,-12.9,0.3,0,0,Autumn,No Holiday,Yes,Morning,Wed,Yes,No,No,Nov,52,2018
2018-09-06,562,23,23.9,0.71,4.7,1982,18.3,0,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Sep,40,2018
2018-05-27,2044,20,20.6,0.41,2.3,1788,6.8,0.09,0,0,Spring,No Holiday,Yes,Evening,Sun,No,No,No,May,26,2018
2018-08-12,483,10,31.6,0.51,2.3,1969,20.2,2.3,0,0,Summer,No Holiday,Yes,Morning,Sun,No,No,No,Aug,37,2018
2018-07-08,867,10,22.5,0.48,1.6,1940,10.9,2.33,0,0,Summer,No Holiday,Yes,Morning,Sun,No,No,No,Jul,32,2018
2018-10-29,658,23,4.3,0.58,1.4,2000,-3.2,0,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Oct,48,2018
2018-11-22,848,7,-1,0.43,1.8,2000,-12,0,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Nov,51,2018
2018-06-28,1209,15,26.4,0.76,3.7,1370,21.8,1.01,0,0,Summer,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Jun,30,2018
2018-09-20,241,4,19.6,0.74,1.4,847,14.8,0,0,0,Autumn,No Holiday,Yes,Night,Thu,Yes,No,No,Sep,42,2018
2018-06-23,2288,19,25.7,0.59,2.8,1083,17,0.38,0,0,Summer,No Holiday,Yes,Evening,Sat,No,No,No,Jun,29,2018
2018-01-04,38,4,-7.5,0.55,1.3,1984,-15,0,0,0,Winter,No Holiday,Yes,Night,Thu,Yes,No,No,Jan,5,2018
2017-12-28,61,5,-5.7,0.28,1.2,2000,-21.3,0,0,0,Winter,No Holiday,Yes,Night,Thu,Yes,No,No,Dec,4,2017
2018-02-11,112,0,-6.9,0.36,2.1,2000,-19.5,0,0,0,Winter,No Holiday,Yes,Night,Sun,No,No,No,Feb,11,2018
2018-09-02,255,4,21.1,0.62,1.8,2000,13.5,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Sep,40,2018
2018-05-13,72,5,13.5,0.98,0.8,105,13.1,0,0,0,Spring,No Holiday,Yes,Night,Sun,No,No,No,May,24,2018
2018-01-23,189,13,-11,0.27,4,1959,-26.3,1.26,0,1,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,Yes,Jan,8,2018
2018-09-04,2212,21,22.9,0.55,3,2000,13.3,0,0,0,Autumn,No Holiday,Yes,Evening,Tue,Yes,No,No,Sep,40,2018
2018-07-19,722,14,33.1,0.47,2.5,1785,20.2,3.26,0,0,Summer,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Jul,33,2018
2018-07-27,537,2,27.8,0.79,1.4,1049,23.8,0,0,0,Summer,No Holiday,Yes,Night,Fri,Yes,No,No,Jul,34,2018
2018-08-14,345,3,28.4,0.73,1.4,1990,23,0,0,0,Summer,No Holiday,Yes,Night,Tue,Yes,No,No,Aug,37,2018
2018-09-03,673,12,23.9,0.83,1.1,1901,20.8,0.27,0,0,Autumn,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Sep,40,2018
2018-07-12,3016,18,27.5,0.77,2.1,1897,23,0.46,0,0,Summer,No Holiday,Yes,Evening,Thu,Yes,No,No,Jul,32,2018
2018-08-11,441,3,27.9,0.69,0.8,2000,21.6,0,0,0,Summer,No Holiday,Yes,Night,Sat,No,No,No,Aug,36,2018
2018-11-23,470,0,-0.3,0.41,3.1,2000,-11.9,0,0,0,Autumn,No Holiday,Yes,Night,Fri,Yes,No,No,Nov,51,2018
2018-07-25,1289,23,28,0.77,1.9,1346,23.5,0,0,0,Summer,No Holiday,Yes,Evening,Wed,Yes,No,No,Jul,34,2018
2017-12-04,515,17,-1.3,0.26,5.3,2000,-18.3,0.18,0,0,Winter,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Dec,1,2017
2018-03-22,247,1,1.6,0.85,2,952,-0.6,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,Mar,16,2018
2018-03-01,190,22,-3.6,0.52,3.7,1277,-12,0,0,0,Spring,Holiday,Yes,Evening,Thu,Yes,No,No,Mar,13,2018
2018-08-26,417,14,25.8,0.69,3.6,1309,19.6,0.56,0.1,0,Summer,No Holiday,Yes,Afternoon,Sun,No,Yes,No,Aug,39,2018
2018-05-24,880,10,19.9,0.27,2.7,1775,0.3,2.44,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,May,25,2018
2018-08-17,375,3,22.4,0.52,1.3,2000,12,0,0,0,Summer,No Holiday,Yes,Night,Fri,Yes,No,No,Aug,37,2018
2018-07-19,1068,0,25.9,0.76,1.3,984,21.3,0,0,0,Summer,No Holiday,Yes,Night,Thu,Yes,No,No,Jul,33,2018
2018-08-16,902,16,34.5,0.37,1.9,2000,17.6,2.36,0,0,Summer,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Aug,37,2018
2018-08-11,1006,17,35.8,0.36,2.2,2000,18.3,1.58,0,0,Summer,No Holiday,Yes,Afternoon,Sat,No,No,No,Aug,36,2018
2018-09-17,1487,7,18.5,0.88,1.4,695,16.4,0.08,0,0,Autumn,No Holiday,Yes,Morning,Mon,Yes,No,No,Sep,42,2018
2018-08-22,1807,21,33.1,0.46,2.7,2000,19.9,0,0,0,Summer,No Holiday,Yes,Evening,Wed,Yes,No,No,Aug,38,2018
2018-04-19,520,0,9.8,0.44,1.4,1268,-1.8,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,Apr,20,2018
2018-08-18,1191,0,24.5,0.48,1.2,2000,12.7,0,0,0,Summer,No Holiday,Yes,Night,Sat,No,No,No,Aug,37,2018
2018-04-16,1753,17,18.7,0.21,2.5,1871,-4.1,1.65,0,0,Spring,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Apr,20,2018
2018-01-30,238,14,-1.1,0.46,2.1,1437,-11.2,0.72,0,0,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Jan,9,2018
2018-02-09,260,12,1.6,0.28,0.5,1193,-14.9,0.88,0,0,Winter,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Feb,10,2018
2018-08-05,509,2,27.5,0.83,2.7,1118,24.3,0,0,0,Summer,No Holiday,Yes,Night,Sun,No,No,No,Aug,36,2018
2018-11-24,436,16,3.5,0.82,1.6,1092,0.7,0.51,0,3.6,Autumn,No Holiday,Yes,Afternoon,Sat,No,No,Yes,Nov,51,2018
2018-02-04,190,15,-6.4,0.3,4.9,1939,-21.1,1.89,0,0,Winter,No Holiday,Yes,Afternoon,Sun,No,No,No,Feb,10,2018
2018-11-04,141,6,6.2,0.73,0.3,1018,1.7,0,0,0,Autumn,No Holiday,Yes,Morning,Sun,No,No,No,Nov,49,2018
2018-09-04,219,5,20.2,0.97,1.2,528,19.7,0,0,0,Autumn,No Holiday,Yes,Night,Tue,Yes,No,No,Sep,40,2018
2018-03-19,271,16,8.9,0.63,3,1614,2.2,0.28,0,0,Spring,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Mar,16,2018
2018-01-09,100,0,-1.2,0.67,4.6,983,-6.5,0,0,1,Winter,No Holiday,Yes,Night,Tue,Yes,No,Yes,Jan,6,2018
2018-08-30,768,12,27,0.74,2.5,915,21.9,0.94,0,0,Summer,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Aug,39,2018
2017-12-01,323,23,-1.3,0.84,1,1265,-3.6,0,0,0,Winter,No Holiday,Yes,Evening,Fri,Yes,No,No,Dec,0,2017
2018-10-08,1358,14,20.2,0.24,1.5,2000,-1,1.8,0,0,Autumn,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Oct,45,2018
2018-08-27,137,12,22.6,0.9,1.4,1963,20.8,1.02,1,0,Summer,No Holiday,Yes,Afternoon,Mon,Yes,Yes,No,Aug,39,2018
2018-07-06,1209,14,27,0.52,2.1,2000,16.2,2.51,0,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Jul,31,2018
2018-01-21,36,6,-3.1,0.54,1.4,1037,-11.1,0,0,0,Winter,No Holiday,Yes,Morning,Sun,No,No,No,Jan,8,2018
2018-03-30,117,5,10.4,0.62,1.8,911,3.4,0,0,0,Spring,No Holiday,Yes,Night,Fri,Yes,No,No,Mar,17,2018
2017-12-10,226,17,3.6,0.65,4.3,1061,-2.3,0.03,0,0.4,Winter,No Holiday,Yes,Afternoon,Sun,No,No,Yes,Dec,2,2017
2018-03-30,739,11,17.8,0.26,2.6,1822,-1.9,2.37,0,0,Spring,No Holiday,Yes,Morning,Fri,Yes,No,No,Mar,17,2018
2017-12-23,260,19,6,0.76,1.1,219,2,0,0,0,Winter,No Holiday,Yes,Evening,Sat,No,No,No,Dec,3,2017
2018-04-13,982,9,13.2,0.22,1.1,2000,-8,0.93,0,0,Spring,No Holiday,Yes,Morning,Fri,Yes,No,No,Apr,19,2018
2018-01-28,103,1,-7.5,0.45,2.4,1853,-17.4,0,0,0,Winter,No Holiday,Yes,Night,Sun,No,No,No,Jan,9,2018
2018-09-17,227,2,20.3,0.81,1.9,1234,16.9,0,0.1,0,Autumn,No Holiday,Yes,Night,Mon,Yes,Yes,No,Sep,42,2018
2018-10-29,434,0,5.3,0.81,1.7,1993,2.2,0,0,0,Autumn,No Holiday,Yes,Night,Mon,Yes,No,No,Oct,48,2018
2018-10-22,1104,9,11.9,0.5,1.1,1529,1.7,0.75,0,0,Autumn,No Holiday,Yes,Morning,Mon,Yes,No,No,Oct,47,2018
2018-11-20,478,0,3.8,0.42,1.7,1458,-7.9,0,0,0,Autumn,No Holiday,Yes,Night,Tue,Yes,No,No,Nov,51,2018
2018-02-15,92,23,-2.5,0.31,1.4,1996,-17.3,0,0,0,Winter,Holiday,Yes,Evening,Thu,Yes,No,No,Feb,11,2018
2018-05-27,2207,19,21.7,0.38,2.1,1857,6.7,0.27,0,0,Spring,No Holiday,Yes,Evening,Sun,No,No,No,May,26,2018
2018-08-16,652,13,35.1,0.39,2,2000,19,3.45,0,0,Summer,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Aug,37,2018
2018-05-29,1184,12,23.1,0.64,2.6,1250,15.9,1.35,0,0,Spring,No Holiday,Yes,Afternoon,Tue,Yes,No,No,May,26,2018
2018-05-09,1186,14,20.7,0.36,2.2,1788,5,3.1,0,0,Spring,No Holiday,Yes,Afternoon,Wed,Yes,No,No,May,23,2018
2018-03-14,786,7,14.1,0.69,1.1,1692,8.4,0,0,0,Spring,No Holiday,Yes,Morning,Wed,Yes,No,No,Mar,15,2018
2018-01-09,302,20,-4.9,0.59,0.6,1992,-11.6,0,0,0,Winter,No Holiday,Yes,Evening,Tue,Yes,No,No,Jan,6,2018
2018-06-03,1274,23,22,0.44,0.8,1978,9.1,0,0,0,Summer,No Holiday,Yes,Evening,Sun,No,No,No,Jun,27,2018
2017-12-11,361,17,-7.1,0.44,4.2,2000,-17.3,0.18,0,0,Winter,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Dec,2,2017
2018-01-26,171,19,-13.2,0.33,2.4,1863,-26.1,0,0,0.3,Winter,No Holiday,Yes,Evening,Fri,Yes,No,Yes,Jan,8,2018
2018-04-05,95,10,7.1,0.87,2.9,2000,5,0.15,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,Apr,18,2018
2018-08-23,185,5,28.5,0.57,0.9,2000,19.1,0,0.1,0,Summer,No Holiday,Yes,Night,Thu,Yes,Yes,No,Aug,38,2018
2018-03-11,288,23,4.2,0.34,1.7,1476,-10.3,0,0,0,Spring,No Holiday,Yes,Evening,Sun,No,No,No,Mar,15,2018
2018-02-06,171,15,-5.9,0.25,3.1,1936,-22.8,1.93,0,0,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Feb,10,2018
2017-12-03,563,14,7.6,0.76,1.2,422,3.6,0.69,0,0,Winter,No Holiday,Yes,Afternoon,Sun,No,No,No,Dec,1,2017
2017-12-22,481,19,5.2,0.64,0.7,691,-1,0,0,0,Winter,Holiday,Yes,Evening,Fri,Yes,No,No,Dec,3,2017
2018-03-16,102,3,6.1,0.67,2.6,2000,0.4,0,0,0,Spring,No Holiday,Yes,Night,Fri,Yes,No,No,Mar,15,2018
2018-06-11,1033,13,23.7,0.49,1.2,2000,12.3,1.04,0,0,Summer,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Jun,28,2018
2018-09-27,1364,7,13.2,0.6,0.5,2000,5.5,0.02,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Sep,43,2018
2018-03-22,923,19,6.2,0.54,1.8,883,-2.4,0.08,0,0,Spring,No Holiday,Yes,Evening,Thu,Yes,No,No,Mar,16,2018
2018-08-13,901,16,33.5,0.52,2.2,1804,22.2,0.91,0,0,Summer,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Aug,37,2018
2018-08-19,223,5,23.4,0.63,0.3,2000,15.9,0,0,0,Summer,No Holiday,Yes,Night,Sun,No,No,No,Aug,38,2018
2018-02-25,189,1,-1.4,0.43,0.6,1791,-12.3,0,0,0,Winter,No Holiday,Yes,Night,Sun,No,No,No,Feb,13,2018
2018-05-14,2906,18,23.6,0.48,3.1,666,11.9,0.85,0,0,Spring,No Holiday,Yes,Evening,Mon,Yes,No,No,May,24,2018
2018-09-01,1892,18,28.8,0.46,1.3,2000,16,0.58,0,0,Autumn,No Holiday,Yes,Evening,Sat,No,No,No,Sep,39,2018
2018-03-03,93,4,0.6,0.43,0.9,1599,-10.5,0,0,0,Spring,No Holiday,Yes,Night,Sat,No,No,No,Mar,13,2018
2017-12-26,282,16,-1.9,0.17,3.3,2000,-23.7,0.61,0,0,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Dec,4,2017
2018-10-17,896,23,9.7,0.56,0.7,2000,1.3,0,0,0,Autumn,No Holiday,Yes,Evening,Wed,Yes,No,No,Oct,46,2018
2018-08-22,1556,22,32.1,0.47,2,2000,19.3,0,0,0,Summer,No Holiday,Yes,Evening,Wed,Yes,No,No,Aug,38,2018
2018-03-06,122,2,0.3,0.71,0.9,1999,-4.3,0,0,0,Spring,No Holiday,Yes,Night,Tue,Yes,No,No,Mar,14,2018
2018-10-29,1274,17,10,0.43,4.9,2000,-2,0.43,0,0,Autumn,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Oct,48,2018
2018-03-29,390,1,13,0.81,1.9,484,9.8,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,Mar,17,2018
2018-01-28,38,4,-7.6,0.37,1.6,1966,-19.8,0,0,0,Winter,No Holiday,Yes,Night,Sun,No,No,No,Jan,9,2018
2018-03-07,799,19,8.9,0.44,2.3,2000,-2.7,0,0,0,Spring,No Holiday,Yes,Evening,Wed,Yes,No,No,Mar,14,2018
2018-08-05,942,23,28.8,0.79,1.3,1484,24.7,0,0,0,Summer,No Holiday,Yes,Evening,Sun,No,No,No,Aug,36,2018
2018-10-28,624,20,8.2,0.82,2.8,2000,5.3,0,0,0,Autumn,No Holiday,Yes,Evening,Sun,No,No,No,Oct,48,2018
2018-03-03,71,6,0.5,0.42,0.9,1543,-10.9,0,0,0,Spring,No Holiday,Yes,Morning,Sat,No,No,No,Mar,13,2018
2018-09-23,144,6,16.5,0.73,1.2,2000,11.6,0,0,0,Autumn,Holiday,Yes,Morning,Sun,No,No,No,Sep,43,2018
2018-10-29,184,2,4.7,0.81,1,1918,1.7,0,0,0,Autumn,No Holiday,Yes,Night,Mon,Yes,No,No,Oct,48,2018
2018-10-03,1033,23,16.1,0.63,0.6,2000,9,0,0,0,Autumn,Holiday,Yes,Evening,Wed,Yes,No,No,Oct,44,2018
2018-05-04,224,3,9.6,0.66,0.9,1685,3.5,0,0,0,Spring,No Holiday,Yes,Night,Fri,Yes,No,No,May,22,2018
2018-07-16,1344,7,24.5,0.73,0.9,1901,19.3,0.36,0,0,Summer,No Holiday,Yes,Morning,Mon,Yes,No,No,Jul,33,2018
2018-05-23,152,5,14.6,0.87,2.2,2000,12.4,0,0,0,Spring,No Holiday,Yes,Night,Wed,Yes,No,No,May,25,2018
2018-10-22,1034,12,18.2,0.34,1,758,2,2.03,0,0,Autumn,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Oct,47,2018
2018-05-30,2166,17,24.1,0.41,2.2,1980,10,1.9,0,0,Spring,No Holiday,Yes,Afternoon,Wed,Yes,No,No,May,26,2018
2018-01-31,34,5,-2.8,0.83,0.6,946,-5.2,0,0,3.5,Winter,No Holiday,Yes,Night,Wed,Yes,No,Yes,Jan,9,2018
2018-03-06,79,4,-0.5,0.75,0.6,1967,-4.3,0,0,0,Spring,No Holiday,Yes,Night,Tue,Yes,No,No,Mar,14,2018
2018-04-30,901,11,20.3,0.52,0.9,468,10.1,1.96,0,0,Spring,No Holiday,Yes,Morning,Mon,Yes,No,No,Apr,22,2018
2018-01-13,40,5,-6.3,0.51,0.8,2000,-14.8,0,0,0,Winter,No Holiday,Yes,Night,Sat,No,No,No,Jan,6,2018
2018-10-17,1200,9,11.2,0.63,1.1,656,4.4,0.88,0,0,Autumn,No Holiday,Yes,Morning,Wed,Yes,No,No,Oct,46,2018
2018-07-24,834,16,34.9,0.51,2,1221,23.2,0.76,0,0,Summer,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Jul,34,2018
2017-12-24,44,5,5.1,0.82,0.6,185,2.2,0,0,0,Winter,Holiday,Yes,Night,Sun,No,No,No,Dec,4,2017
2018-06-06,1400,12,27.3,0.51,2.8,703,16.2,3.16,0,0,Summer,Holiday,Yes,Afternoon,Wed,Yes,No,No,Jun,27,2018
2017-12-28,288,11,-2.1,0.34,1,1868,-15.8,0.65,0,0,Winter,No Holiday,Yes,Morning,Thu,Yes,No,No,Dec,4,2017
2018-10-03,1792,19,20,0.49,1.5,2000,8.9,0,0,0,Autumn,Holiday,Yes,Evening,Wed,Yes,No,No,Oct,44,2018
2018-02-19,42,3,-1.4,0.41,1.6,1870,-12.9,0,0,0,Winter,No Holiday,Yes,Night,Mon,Yes,No,No,Feb,12,2018
2018-05-22,58,21,17,0.85,1.1,597,14.4,0,0.5,0,Spring,Holiday,Yes,Evening,Tue,Yes,Yes,No,May,25,2018
2018-01-09,332,17,-2.9,0.66,3.6,743,-8.3,0.23,0,0,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Jan,6,2018
2018-10-28,299,3,6.2,0.59,0.6,2000,-1.2,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Oct,48,2018
2018-07-11,1052,14,29.2,0.67,2.8,1725,22.4,1.13,0,0,Summer,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Jul,32,2018
2018-06-02,342,6,17.7,0.68,1.3,842,11.7,0.05,0,0,Summer,No Holiday,Yes,Morning,Sat,No,No,No,Jun,26,2018
2018-01-18,328,16,3.6,0.42,2.4,883,-8.1,0.29,0,0,Winter,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Jan,7,2018
2018-11-13,710,10,9,0.51,0.9,706,-0.6,1.16,0,0,Autumn,No Holiday,Yes,Morning,Tue,Yes,No,No,Nov,50,2018
2018-01-08,46,4,1,0.43,0.8,1253,-10.2,0,0,0,Winter,No Holiday,Yes,Night,Mon,Yes,No,No,Jan,6,2018
2018-06-27,1618,16,25,0.74,2.2,578,20,0.52,0,0,Summer,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Jun,30,2018
2018-07-04,796,1,25.4,0.79,1,2000,21.4,0,0,0,Summer,No Holiday,Yes,Night,Wed,Yes,No,No,Jul,31,2018
2018-10-15,2070,8,12,0.77,0.4,891,8,0.12,0,0,Autumn,No Holiday,Yes,Morning,Mon,Yes,No,No,Oct,46,2018
2018-10-15,1659,20,15.9,0.81,2.8,250,12.6,0,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Oct,46,2018
2018-06-29,308,6,21.9,0.97,0.2,190,21.3,0,4.5,0,Summer,No Holiday,Yes,Morning,Fri,Yes,Yes,No,Jun,30,2018
2018-01-10,177,14,-5.3,0.37,5.3,2000,-17.7,1.05,0,0.3,Winter,No Holiday,Yes,Afternoon,Wed,Yes,No,Yes,Jan,6,2018
2018-03-16,974,19,8.1,0.36,1.2,2000,-6.1,0.06,0,0,Spring,No Holiday,Yes,Evening,Fri,Yes,No,No,Mar,15,2018
2018-04-26,140,4,10.7,0.7,0.7,1404,5.4,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,Apr,21,2018
2018-11-25,370,1,2.7,0.86,1,460,0.5,0,0,2.9,Autumn,No Holiday,Yes,Night,Sun,No,No,Yes,Nov,52,2018
2018-04-22,289,3,15.2,0.31,0.3,2000,-1.8,0,0,0,Spring,No Holiday,Yes,Night,Sun,No,No,No,Apr,21,2018
2018-03-07,48,23,6,0.79,2,918,2.6,0,0,0,Spring,No Holiday,Yes,Evening,Wed,Yes,No,No,Mar,14,2018
2018-01-05,327,7,-5.3,0.53,1.1,1300,-13.4,0,0,0,Winter,No Holiday,Yes,Morning,Fri,Yes,No,No,Jan,5,2018
2018-10-21,724,23,11.8,0.56,0,1655,3.2,0,0,0,Autumn,No Holiday,Yes,Evening,Sun,No,No,No,Oct,47,2018
2018-10-06,529,13,17.7,0.89,5,2000,15.8,0.62,0.5,0,Autumn,No Holiday,Yes,Afternoon,Sat,No,Yes,No,Oct,44,2018
2018-08-26,764,22,21.2,0.81,1,1808,17.8,0,1.3,0,Summer,No Holiday,Yes,Evening,Sun,No,Yes,No,Aug,39,2018
2018-10-05,47,9,16.3,0.85,1.8,942,13.7,0.13,1.2,0,Autumn,No Holiday,Yes,Morning,Fri,Yes,Yes,No,Oct,44,2018
2018-05-29,893,10,21.6,0.68,1.6,980,15.4,0.83,0,0,Spring,No Holiday,Yes,Morning,Tue,Yes,No,No,May,26,2018
2018-01-31,102,10,-2.3,0.63,1.7,1286,-8.4,0.22,0,3.2,Winter,No Holiday,Yes,Morning,Wed,Yes,No,Yes,Jan,9,2018
2018-06-15,2155,22,20.4,0.54,1.4,2000,10.7,0,0,0,Summer,No Holiday,Yes,Evening,Fri,Yes,No,No,Jun,28,2018
2017-12-09,275,19,1.5,0.48,0.4,1878,-8.3,0,0,0,Winter,No Holiday,Yes,Evening,Sat,No,No,No,Dec,1,2017
2018-04-23,17,7,9,0.95,2.3,294,8.2,0,6,0,Spring,No Holiday,Yes,Morning,Mon,Yes,Yes,No,Apr,21,2018
2018-08-18,769,10,27,0.37,1.2,1962,11,2.32,0,0,Summer,No Holiday,Yes,Morning,Sat,No,No,No,Aug,37,2018
2018-07-24,1193,23,29.3,0.66,2.8,1854,22.2,0,0,0,Summer,No Holiday,Yes,Evening,Tue,Yes,No,No,Jul,34,2018
2018-02-03,195,11,-7.7,0.41,4.6,1984,-18.7,1.65,0,0.2,Winter,No Holiday,Yes,Morning,Sat,No,No,Yes,Feb,9,2018
2018-08-04,594,2,29.9,0.59,1.9,1902,21,0,0,0,Summer,No Holiday,Yes,Night,Sat,No,No,No,Aug,35,2018
2018-05-08,1513,21,14.5,0.49,1.9,2000,3.8,0,0,0,Spring,No Holiday,Yes,Evening,Tue,Yes,No,No,May,23,2018
2018-06-22,2146,17,30.4,0.28,2.9,1834,9.8,1.9,0,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Jun,29,2018
2018-07-10,2017,8,21.7,0.89,0.5,2000,19.8,0.31,0,0,Summer,No Holiday,Yes,Morning,Tue,Yes,No,No,Jul,32,2018
2018-04-27,258,3,10.7,0.63,1.1,989,3.9,0,0,0,Spring,No Holiday,Yes,Night,Fri,Yes,No,No,Apr,21,2018
2018-03-26,422,11,12.6,0.6,2.4,281,5,2.23,0,0,Spring,No Holiday,Yes,Morning,Mon,Yes,No,No,Mar,17,2018
2018-08-31,1995,20,25.4,0.74,1.6,2000,20.4,0,0,0,Summer,No Holiday,Yes,Evening,Fri,Yes,No,No,Aug,39,2018
2018-10-21,936,10,13.4,0.46,0.8,1718,1.9,1.61,0,0,Autumn,No Holiday,Yes,Morning,Sun,No,No,No,Oct,47,2018
2018-11-27,496,0,4.9,0.79,0.5,391,1.5,0,0,0,Autumn,No Holiday,Yes,Night,Tue,Yes,No,No,Nov,52,2018
2018-01-09,265,13,-2.6,0.45,4,1663,-12.9,1.11,0,0.3,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,Yes,Jan,6,2018
2018-11-11,655,0,9.4,0.85,0.6,241,6.9,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Nov,50,2018
2018-10-20,774,1,10.9,0.72,0,1966,6,0,0,0,Autumn,No Holiday,Yes,Night,Sat,No,No,No,Oct,46,2018
2018-11-14,757,23,8.4,0.65,0.8,1216,2.1,0,0,0,Autumn,No Holiday,Yes,Evening,Wed,Yes,No,No,Nov,50,2018
2018-03-02,396,21,1,0.34,1.4,1880,-13.1,0,0,0,Spring,No Holiday,Yes,Evening,Fri,Yes,No,No,Mar,13,2018
2018-04-26,1197,12,19.6,0.36,2.2,962,4.1,2.55,0,0,Spring,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Apr,21,2018
2018-10-11,926,11,11.7,0.36,4.3,2000,-2.9,2.28,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Oct,45,2018
2018-07-29,1406,22,30.4,0.45,1.6,2000,17.1,0,0,0,Summer,No Holiday,Yes,Evening,Sun,No,No,No,Jul,35,2018
2018-03-27,527,23,12.4,0.74,1.5,356,7.8,0,0,0,Spring,No Holiday,Yes,Evening,Tue,Yes,No,No,Mar,17,2018
2017-12-20,197,21,-2,0.83,1.2,904,-4.5,0,0.1,2.4,Winter,No Holiday,Yes,Evening,Wed,Yes,Yes,Yes,Dec,3,2017
2018-05-27,1404,12,23.4,0.38,2.8,1756,8.2,1.87,0,0,Spring,No Holiday,Yes,Afternoon,Sun,No,No,No,May,26,2018
2018-08-23,215,22,26.6,0.84,1.7,1815,23.6,0,1.5,0,Summer,No Holiday,Yes,Evening,Thu,Yes,Yes,No,Aug,38,2018
2018-02-14,398,14,7.8,0.57,3.5,675,-0.2,1.34,0,0,Winter,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Feb,11,2018
2018-11-04,912,22,11.2,0.67,1.3,940,5.2,0,0,0,Autumn,No Holiday,Yes,Evening,Sun,No,No,No,Nov,49,2018
2018-10-01,2122,19,16.2,0.62,2.2,2000,8.9,0,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Oct,44,2018
2018-01-05,281,22,-3.8,0.53,1.3,1300,-12,0,0,0,Winter,No Holiday,Yes,Evening,Fri,Yes,No,No,Jan,5,2018
2018-06-29,3113,18,28.1,0.6,1.9,959,19.5,1.05,0,0,Summer,No Holiday,Yes,Evening,Fri,Yes,No,No,Jun,30,2018
2018-04-08,159,7,0.9,0.54,0.8,2000,-7.3,0.11,0,0,Spring,No Holiday,Yes,Morning,Sun,No,No,No,Apr,19,2018
2018-06-16,1783,14,27.1,0.4,1.8,1779,12.3,3.26,0,0,Summer,No Holiday,Yes,Afternoon,Sat,No,No,No,Jun,28,2018
2018-06-29,913,10,24.4,0.76,2.1,617,19.8,1.58,0,0,Summer,No Holiday,Yes,Morning,Fri,Yes,No,No,Jun,30,2018
2018-01-30,54,3,-10.7,0.42,1.4,2000,-21.1,0,0,0,Winter,No Holiday,Yes,Night,Tue,Yes,No,No,Jan,9,2018
2018-03-13,1085,17,16.9,0.62,3.1,1562,9.5,0.95,0,0,Spring,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Mar,15,2018
